msoa,imd,ptal,density,density_source
E02000511,15.383333333333333,4.1669133333333335,4158.6,direct
E02000512,26.1,5.148364,6269.0,direct
E02000513,29.24,4.179004,6633.6,direct
E02000514,20.933333333333334,5.852989999999999,8900.9,direct
E02000515,25.349999999999998,3.3235499999999996,4216.5,direct
E02000516,23.360000000000003,3.520512,5224.5,direct
E02000517,26.8,4.720922,6767.1,direct
E02000518,28.080000000000002,5.296298,3817.4,direct
E02000519,29.919999999999998,7.0297480000000006,5259.0,direct
E02000520,26.46666666666667,7.233725,3224.6,direct
E02000521,28.28,3.414766,5374.9,direct
E02000522,24.58,6.3591560000000005,6100.1,direct
E02000523,20.2,10.091942,6906.9,direct
E02000524,24.1,3.3438199999999996,367.4,direct
E02000525,23.5,6.123258,2473.7,direct
E02000526,10.559999999999999,14.059834,9345.6,direct
E02000528,30.433333333333334,9.101603333333333,7241.85,msoa11_msoa21_bridge
E02000529,22.72,3.7841479999999996,8221.4,direct
E02000530,33.324999999999996,3.86202,2981.8,direct
E02000531,23.46,9.711006000000001,4527.3,direct
E02000532,14.683333333333332,6.560341666666666,3920.0,direct
E02000533,15.940000000000001,7.486864,7912.2,direct
E02000534,13.7,7.088455,1758.6,direct
E02000535,19.619999999999997,5.6157900000000005,6485.6,direct
E02000536,20.919999999999998,6.583802,6749.1,direct
E02000537,16.16,10.39399,5214.2,direct
E02000538,22.16,5.3888419999999995,4291.5,direct
E02000539,22.18,9.621348000000001,7425.6,direct
E02000540,19.82,15.817367999999998,9666.7,direct
E02000541,24.080000000000002,8.54842,10069.2,direct
E02000542,23.82,14.190474,11762.0,direct
E02000543,21.266666666666666,20.269568333333336,12233.3,direct
E02000544,14.36,4.548294,6175.2,direct
E02000545,26.080000000000002,4.5386880000000005,7037.7,direct
E02000546,20.619999999999997,5.3735100000000005,4238.4,direct
E02000547,20.36,5.837982,3369.3,direct
E02000548,27.660000000000004,3.0094338,2997.3,direct
E02000549,22.316666666666666,9.188776666666667,5106.5,direct
E02000550,26.75,8.18132,11335.4,direct
E02000551,32.4,4.727214,4578.4,direct
E02000552,17.68,3.088972,3025.4,direct
E02000553,21.55,3.9475974999999996,2821.2,direct
E02000554,36.56666666666667,12.454133333333333,14685.3,direct
E02000555,26.333333333333332,19.314595,16056.0,direct
E02000556,28.766666666666666,23.7398,17510.8,direct
E02000557,33.519999999999996,25.6483,12394.9,direct
E02000558,41.28,35.6058,19619.4,direct
E02000559,20.016666666666666,30.921116666666666,16609.5,direct
E02000560,26.625,30.501875000000002,14619.4,direct
E02000561,17.425,13.974825,12040.7,direct
E02000562,23.78,16.48576,12137.3,direct
E02000563,35.980000000000004,17.520159999999997,14966.4,direct
E02000564,28.271428571428572,27.982300000000002,15377.0,direct
E02000565,30.28,23.12304,16654.3,direct
E02000566,19.580000000000002,30.35032,12215.9,direct
E02000567,27.150000000000002,26.65426666666667,15710.4,direct
E02000568,32.260000000000005,19.703719999999997,12560.4,direct
E02000569,28.583333333333332,32.23855,14190.5,direct
E02000570,16.14,17.346046,13782.4,direct
E02000571,32.32,19.34874,17861.9,direct
E02000572,35.9,26.32106,18765.3,direct
E02000573,21.8,26.2776,14250.4,direct
E02000574,25.7,45.90786,12879.0,direct
E02000575,22.071428571428573,34.001042857142856,12169.8,direct
E02000576,26.360000000000003,38.93332,14117.7,direct
E02000577,49.68,14.971100000000002,8849.0,direct
E02000578,43.8,8.766185,11687.8,direct
E02000579,30.360000000000003,13.718583999999998,14730.5,direct
E02000580,35.160000000000004,19.88938,19931.8,direct
E02000581,41.339999999999996,12.417162000000001,17134.9,direct
E02000582,16.96,32.919439999999994,13407.8,direct
E02000583,17.04,25.77964,11167.5,direct
E02000584,11.76,28.25732,7870.8,direct
E02000585,16.3,26.496100000000002,8908.5,direct
E02000586,9.559999999999999,26.040399999999998,12324.4,direct
E02000587,11.52,26.61678,12437.3,direct
E02000588,11.059999999999999,29.571440000000003,7800.5,direct
E02000589,17.5,29.750400000000003,19552.3,direct
E02000590,20.74,32.90726,12972.9,direct
E02000591,29.1,35.400775,17221.3,direct
E02000592,11.440000000000001,33.93626,10156.8,direct
E02000593,19.86,35.54782,14839.4,direct
E02000594,12.940000000000001,18.409737999999997,8343.4,direct
E02000595,15.14,22.7226,9699.4,direct
E02000596,12.440000000000001,22.79436,12083.3,direct
E02000597,34.44,17.05066,16040.5,direct
E02000598,5.86,4.29471,6083.6,direct
E02000599,7.62,3.231686,1686.5,direct
E02000600,8.98,9.648692,7564.2,direct
E02000601,8.866666666666667,13.445013333333334,11112.8,direct
E02000602,19.619999999999997,13.835125999999999,9571.2,direct
E02000603,17.98,4.9527920000000005,6524.1,direct
E02000604,10.620000000000001,9.872466,6029.1,direct
E02000605,11.2,4.591882,5902.9,direct
E02000606,9.6,16.533341999999998,7050.1,direct
E02000607,8.15,4.319835,4716.1,direct
E02000608,12.275,15.278300000000002,8765.4,direct
E02000609,13.4,6.595591999999999,5174.0,direct
E02000610,14.419999999999998,10.901974,7146.2,direct
E02000611,5.76,3.53198,4135.6,direct
E02000612,9.2,6.256016,4372.8,direct
E02000613,11.14,6.268616,6725.7,direct
E02000614,15.059999999999999,5.155502,3147.4,direct
E02000615,10.280000000000001,4.786575999999999,4817.5,direct
E02000616,9.625,4.19717,4620.7,direct
E02000617,16.1,3.8405,1252.6,direct
E02000619,28.5,23.72122,16582.8,direct
E02000620,25.96,36.6671,13499.2,direct
E02000621,26.25,33.14795,17174.2,direct
E02000622,23.619999999999997,23.398658,10789.6,direct
E02000623,28.880000000000003,20.38608,17136.9,direct
E02000624,30.679999999999996,17.593784,16729.2,direct
E02000625,30.9,18.8215,16779.1,direct
E02000626,35.88,12.965314000000001,15045.0,direct
E02000627,29.54,26.23034,18154.7,direct
E02000628,38.666666666666664,31.823666666666664,16445.6,direct
E02000629,22.56,19.967480000000002,14212.0,direct
E02000630,22.22,20.4274,11108.2,direct
E02000631,19.119999999999997,14.723579999999998,8947.0,direct
E02000632,23.6,23.583620000000003,18151.9,direct
E02000633,32.38,34.5427,14500.6,direct
E02000634,30.5,24.646225,12994.2,direct
E02000635,28.76,20.4624,7896.3,direct
E02000636,15.779999999999998,12.808428000000001,8353.5,direct
E02000637,22.14,17.43414,14384.5,direct
E02000638,25.259999999999998,16.10044,14968.6,direct
E02000639,29.080000000000002,16.237056000000003,14241.0,direct
E02000640,16.266666666666666,9.795371666666666,11359.2,direct
E02000641,32.68,9.819908,14129.0,direct
E02000642,25.339999999999996,16.70258,9047.2,direct
E02000643,22.2,22.77138,13395.2,direct
E02000644,21.28,14.550888,9421.7,direct
E02000645,22.46,17.389714,8413.2,direct
E02000646,19.880000000000003,22.4649,10021.1,direct
E02000647,19.759999999999998,9.198690000000001,8881.5,direct
E02000648,34.8,9.732474,11111.9,direct
E02000649,24.333333333333332,22.762616666666663,12043.4,direct
E02000650,31.419999999999998,12.240182,9926.2,direct
E02000651,21.22,16.99018,7803.9,direct
E02000652,20.5,10.295048,10998.1,direct
E02000653,27.419999999999998,7.977542,18645.4,direct
E02000654,35.08,10.489812,9287.5,direct
E02000655,32.62,14.109136000000001,10508.9,direct
E02000657,26.5,28.49538,11336.7,direct
E02000658,24.5,24.2106,11135.7,direct
E02000659,22.619999999999997,23.0356,7859.4,direct
E02000660,24.580000000000002,19.25596,10100.9,direct
E02000661,16.0,15.23905,5046.2,direct
E02000662,24.619999999999997,15.8486,10772.7,direct
E02000663,20.475,20.7727,10361.3,direct
E02000664,35.93333333333333,30.396516666666667,12281.5,msoa11_msoa21_bridge
E02000665,21.05,11.1409225,10189.9,direct
E02000666,21.775,11.820025,7550.7,direct
E02000667,15.4,11.54561,9193.0,direct
E02000668,17.625,10.4566625,6798.1,direct
E02000669,24.5,11.177406000000001,12413.6,direct
E02000670,34.175,14.880402499999999,10790.0,direct
E02000671,20.82,13.422854000000001,8790.1,direct
E02000672,33.760000000000005,20.00582,8860.5,direct
E02000673,15.76,12.642536000000002,7676.9,direct
E02000674,21.2,7.524662000000001,10341.3,direct
E02000675,19.8,7.149592,5949.2,direct
E02000676,20.880000000000003,9.67458,10480.0,direct
E02000677,22.35,11.4625475,6865.4,direct
E02000678,31.725,6.381635,6736.7,direct
E02000679,26.419999999999998,9.61644,8664.1,direct
E02000680,26.15,10.70812,9170.0,direct
E02000681,34.46,7.556702,6258.7,direct
E02000682,31.360000000000003,7.287482,7504.0,direct
E02000683,32.575,10.186475,7056.6,direct
E02000685,27.3,12.075391999999999,8407.6,direct
E02000686,40.4,6.576865,4353.3,direct
E02000687,26.02,14.116026,10636.9,direct
E02000689,7.5,7.647614,4645.7,direct
E02000690,6.675,2.84662,1022.6,direct
E02000691,9.1,22.4916,7923.1,direct
E02000692,5.42,21.40993,6690.3,direct
E02000693,12.66,14.434446,9406.2,direct
E02000694,10.22,13.095138,11754.9,direct
E02000695,13.919999999999998,9.621612,10712.9,direct
E02000696,18.42,9.27994,11646.4,direct
E02000697,6.9799999999999995,29.571659999999998,7535.8,direct
E02000698,5.76,9.677832,4692.8,direct
E02000699,6.4,11.968594,8825.6,direct
E02000700,23.380000000000003,8.03004,9394.7,direct
E02000701,21.259999999999998,13.9228,9418.7,direct
E02000702,25.0,7.851318000000001,5982.4,direct
E02000703,7.38,10.648579999999999,5399.0,direct
E02000704,13.779999999999998,13.371576,5146.0,direct
E02000705,15.179999999999998,6.264988,7512.1,direct
E02000706,28.380000000000003,11.404674,11093.3,direct
E02000707,26.5,5.121764,7162.2,direct
E02000708,8.34,6.4611220000000005,5398.5,direct
E02000709,7.4799999999999995,5.9289819999999995,4645.4,direct
E02000710,22.46,8.447958,2847.6,direct
E02000711,23.22,13.601958,7096.5,direct
E02000712,22.619999999999997,8.100212,5929.0,direct
E02000713,9.12,3.9574,5088.0,direct
E02000714,28.1,11.0195,14037.9,direct
E02000715,31.075,7.7218075,16767.0,direct
E02000716,31.0,9.1471175,4691.1,direct
E02000717,29.65,13.869055,16818.3,direct
E02000718,33.474999999999994,3.535945,11847.7,direct
E02000719,27.975,9.1403675,11631.9,direct
E02000720,25.125,11.25783,14275.6,direct
E02000721,33.54,12.710904000000001,16184.5,direct
E02000722,28.349999999999998,13.053542499999999,18000.9,direct
E02000723,25.0,16.55812,15765.4,direct
E02000724,27.74,9.987286000000001,20175.1,direct
E02000725,30.375,39.89075,12598.7,direct
E02000726,27.48,18.068654000000002,8239.833333333334,msoa11_msoa21_bridge
E02000727,27.275,14.862475,21589.0,direct
E02000728,25.860000000000003,12.122276000000001,13006.4,direct
E02000729,26.325,8.8049175,10404.7,direct
E02000730,27.025,14.02253,19725.9,direct
E02000731,29.48,20.39592,17149.3,direct
E02000732,33.675,15.21845,20154.0,direct
E02000733,30.22,21.31936,13641.4,direct
E02000734,29.325,17.665425,19180.5,direct
E02000735,30.925,16.228025,15708.8,direct
E02000736,32.06,6.554031999999999,7344.4,direct
E02000737,28.22,10.351968,12342.7,direct
E02000738,22.875,11.394745,20855.8,direct
E02000739,28.9,18.508875,17035.7,direct
E02000740,32.175,14.070342499999999,5348.6,direct
E02000741,28.35,12.6373125,10913.3,direct
E02000742,31.3,5.080085,11003.8,direct
E02000743,38.2,18.285625,16407.6,direct
E02000744,35.5,12.761475,15329.2,direct
E02000745,30.360000000000003,6.465646000000001,11870.8,direct
E02000746,35.65,9.2872925,2237.0,direct
E02000747,31.928571428571427,10.055642857142857,6901.7,direct
E02000748,26.25,5.7248825000000005,4711.9,direct
E02000749,40.339999999999996,8.616184,6731.0,direct
E02000750,21.966666666666665,6.962206666666667,6296.450000000001,msoa11_msoa21_bridge
E02000751,7.085714285714286,6.011138571428572,3629.4,direct
E02000752,28.75,3.858395,1798.0,direct
E02000753,23.45,6.0224575,9134.1,direct
E02000754,14.475000000000001,7.8328299999999995,5489.5,direct
E02000755,17.0,2.8512,4073.2,direct
E02000756,16.114285714285714,7.799091428571429,4061.0,direct
E02000757,9.299999999999999,7.570955714285715,8308.0,direct
E02000758,16.275,3.16241,6005.2,direct
E02000759,15.4,5.451034285714286,5582.9,direct
E02000760,21.85,6.31316,7250.5,direct
E02000762,10.075,8.1777625,8261.8,direct
E02000763,17.225,4.43538025,1036.1,direct
E02000764,11.1,12.24789,6195.0,direct
E02000765,13.05,10.08165,10376.4,direct
E02000767,15.25,7.9969775,9835.8,direct
E02000768,9.025,7.8788149999999995,3407.1,direct
E02000769,16.6,5.97884875,10824.6,msoa11_msoa21_bridge
E02000770,15.75,8.009895,6975.4,direct
E02000772,18.325,9.1274125,5974.2,direct
E02000773,16.375,8.367429999999999,11274.2,direct
E02000774,22.125,8.142949999999999,11940.8,direct
E02000776,16.875,13.339157499999999,11725.8,direct
E02000777,17.05,3.58922675,1715.6,direct
E02000779,25.8,16.6650875,9418.2,direct
E02000780,23.5375,11.6508425,13338.650000000001,msoa11_msoa21_bridge
E02000781,16.985714285714288,6.171321428571429,8648.0,direct
E02000782,28.3,11.292216,16771.8,direct
E02000783,26.924999999999997,8.441302499999999,13056.1,direct
E02000784,9.6,7.472815714285715,3837.1,direct
E02000785,6.933333333333334,8.296706666666667,2397.3,direct
E02000786,9.685714285714285,8.610065714285714,6171.4,direct
E02000787,13.771428571428572,11.84572,6867.4,direct
E02000788,6.4799999999999995,7.999447999999999,8385.4,direct
E02000789,9.9,11.802725,3432.7,direct
E02000790,5.449999999999999,7.851100000000001,8290.3,direct
E02000791,5.925,12.774615,5779.6,direct
E02000792,5.825,11.312815,5739.1,direct
E02000793,11.040000000000001,5.803051999999999,6110.2,direct
E02000794,7.3,8.080467500000001,4790.7,direct
E02000795,8.7,1.18675725,573.2,direct
E02000796,15.9,4.089213333333333,5797.7,direct
E02000797,6.725,16.9523725,8635.7,direct
E02000798,10.157142857142857,6.584821428571429,4603.8,direct
E02000799,5.6,9.0713775,5139.7,direct
E02000800,15.766666666666666,2.4457833333333334,2951.5,direct
E02000801,5.65,7.7973325,7181.8,direct
E02000802,7.525,6.74011,4844.4,direct
E02000803,17.666666666666668,4.122896666666667,4983.3,direct
E02000804,6.625,7.4976424999999995,1907.2,direct
E02000805,8.833333333333334,6.01771,3923.2,direct
E02000806,8.233333333333333,4.012221666666666,1497.6,direct
E02000807,15.34,11.4941,11517.6,direct
E02000808,19.9,81.70892,9669.1,direct
E02000809,14.3125,34.21086125,15669.1,msoa11_msoa21_bridge
E02000810,26.68,12.576736,17338.6,direct
E02000812,28.349999999999998,41.26853333333333,15374.1,direct
E02000813,27.04,22.58062,11445.4,direct
E02000814,19.82,10.66845,10488.2,direct
E02000815,31.950000000000003,63.9514,18072.2,direct
E02000816,29.5,9.503926,12650.1,direct
E02000817,34.925,12.3997125,10297.4,direct
E02000818,34.45,33.7918,16725.3,direct
E02000819,30.78,14.510559999999998,15832.7,direct
E02000820,27.633333333333336,39.77725,20539.9,direct
E02000821,40.22,12.323452,13031.6,direct
E02000822,33.42,18.951126,14021.3,direct
E02000823,29.759999999999998,15.222168,13494.4,direct
E02000824,32.44,11.283266000000001,10198.8,direct
E02000825,34.38,10.146006,19201.9,direct
E02000826,30.4,13.813118,17965.5,direct
E02000827,31.46666666666667,23.701233333333334,16604.5,direct
E02000828,35.075,30.006050000000002,13848.2,direct
E02000829,34.78,20.40044,13778.5,direct
E02000830,19.8,14.727954,10630.6,direct
E02000831,24.3,24.852520000000002,11605.7,direct
E02000832,30.54,14.271244,11452.9,direct
E02000833,19.72,16.85232,9060.9,direct
E02000834,18.360000000000003,14.32002,7735.7,direct
E02000835,20.35,7.15458,5259.9,direct
E02000836,14.419999999999998,12.368559999999999,10975.0,direct
E02000837,9.879999999999999,12.563296,3595.3,direct
E02000838,17.259999999999998,9.065544,8877.4,direct
E02000839,20.56,8.893358,3070.2,direct
E02000840,32.34,5.0036439999999995,6815.6,direct
E02000841,28.119999999999997,7.115233999999999,7954.3,direct
E02000842,9.84,5.158272,5116.2,direct
E02000843,15.7,6.539936,7410.6,direct
E02000844,20.939999999999998,5.897538,8564.5,direct
E02000845,9.120000000000001,4.7396519999999995,6252.9,direct
E02000846,10.75,9.2326075,5574.3,direct
E02000847,6.833333333333333,5.147078333333333,6110.6,direct
E02000848,7.74,5.2650999999999994,7081.7,direct
E02000849,12.739999999999998,7.790044,6849.0,direct
E02000850,11.942857142857141,5.526207142857143,2176.0,direct
E02000851,21.419999999999998,17.908098000000003,10142.8,direct
E02000852,9.08,7.758936,8593.7,direct
E02000853,13.34,9.450072,6554.1,direct
E02000854,10.02,9.652690000000002,4678.3,direct
E02000855,6.1,7.591818000000001,4408.4,direct
E02000856,11.52,10.952372,7448.5,direct
E02000857,10.28,18.36026,8816.0,direct
E02000858,32.68,4.796978,5589.5,direct
E02000859,11.4,7.3196460000000005,4961.7,direct
E02000860,20.580000000000002,10.500428,10003.4,direct
E02000861,5.04,4.6218379999999994,3035.0,direct
E02000863,10.525,2.0683949999999998,1026.3,direct
E02000864,33.25,7.904625,8921.9,direct
E02000865,34.85,28.733375000000002,17164.7,direct
E02000866,25.14,18.055414,9385.5,direct
E02000867,25.366666666666664,19.684253333333334,14002.5,direct
E02000868,28.725,25.901875,20022.3,direct
E02000869,32.225,21.2694,18453.6,direct
E02000870,29.575000000000003,24.0036,16129.1,direct
E02000871,34.6,20.192320000000002,17205.6,direct
E02000872,32.725,26.311725,17811.1,direct
E02000873,27.380000000000003,18.108506,19512.7,direct
E02000874,34.1,35.0924,21860.6,direct
E02000875,32.54,14.626084,20328.0,direct
E02000876,34.4,33.766775,13507.9,direct
E02000877,31.48,18.634059999999998,17094.6,direct
E02000878,31.060000000000002,54.30402,16342.4,direct
E02000879,30.675,20.577075,18799.0,direct
E02000880,30.974999999999998,29.579675,17487.2,direct
E02000881,40.65,10.112245,15345.7,direct
E02000882,36.4,21.58185,20022.6,direct
E02000883,40.150000000000006,11.960655000000001,19634.2,direct
E02000884,24.52,35.89406,23407.9,direct
E02000885,36.85,26.276525,20863.6,direct
E02000886,26.025,22.4997,19686.0,direct
E02000887,33.0,14.9197,18539.3,direct
E02000888,23.2,24.84382,16554.0,direct
E02000889,20.875,19.407625,15462.2,direct
E02000890,9.333333333333334,18.2748,10365.4,direct
E02000891,18.6625,14.6322375,14406.566666666666,msoa11_msoa21_bridge
E02000893,21.225,9.6527625,10363.4,direct
E02000894,13.116666666666667,9.264023333333334,20093.1,direct
E02000895,23.4,3.8010059999999997,3818.2,direct
E02000896,14.98,7.769532000000001,3314.9,direct
E02000897,28.1,4.4076439999999995,4554.0,direct
E02000898,23.98,4.416054,5231.2,direct
E02000899,20.18,6.348847999999999,7321.1,direct
E02000900,27.639999999999997,4.95885,5777.1,direct
E02000901,15.25,6.068968333333333,6099.6,direct
E02000902,25.1,6.714644,8189.4,direct
E02000903,35.62,4.478724,5225.3,direct
E02000904,20.475,5.7403375,5773.0,direct
E02000905,21.94,9.153498,9980.9,direct
E02000906,25.0,8.782676,15617.2,direct
E02000907,36.583333333333336,9.917808333333333,11839.7,direct
E02000908,21.84,10.366514,5478.3,direct
E02000909,19.759999999999998,12.765234,6641.1,direct
E02000910,24.650000000000002,23.836933333333334,14452.5,direct
E02000911,29.360000000000003,18.533179999999998,14557.0,direct
E02000912,28.82,7.5853660000000005,3897.3,direct
E02000913,24.02,13.346588,9119.5,direct
E02000914,34.78,18.535800000000002,16866.3,direct
E02000915,21.68,16.5029,5430.9,direct
E02000916,27.4,7.16092,4752.8,direct
E02000917,19.5,9.889436,14122.2,direct
E02000918,27.639999999999997,19.448259999999998,11202.8,direct
E02000919,21.26,20.36366,16424.9,direct
E02000920,27.880000000000003,10.653318,5894.9,direct
E02000921,30.833333333333332,16.801183333333334,13330.6,direct
E02000922,24.150000000000002,7.195813333333334,16022.4,direct
E02000923,12.6,12.5822875,7040.2,direct
E02000924,26.37142857142857,14.894661428571428,8923.35,msoa11_msoa21_bridge
E02000925,26.725,9.4631025,17865.2,direct
E02000926,15.883333333333333,18.375463333333332,18464.5,direct
E02000927,22.225,12.7390825,15770.8,direct
E02000928,9.8,15.179517999999998,8896.9,direct
E02000929,33.7,47.903325,20109.2,direct
E02000930,14.14,59.91548,12436.5,direct
E02000931,7.5,27.4329,11079.7,direct
E02000932,10.483333333333333,21.705516666666668,10147.0,direct
E02000933,10.3,10.946294,8249.9,direct
E02000934,12.24,48.77056,11356.5,direct
E02000935,28.65,4.3757325,5163.5,direct
E02000936,12.719999999999999,16.467723999999997,10388.2,direct
E02000937,9.32,19.890314,6656.1,direct
E02000938,22.78,7.114116,6116.7,direct
E02000939,7.539999999999999,10.311574,10736.0,direct
E02000940,21.175,13.289275,13302.9,direct
E02000941,12.466666666666667,11.934838333333332,9524.5,direct
E02000942,8.833333333333334,10.051475,9576.8,direct
E02000943,12.02,22.6978,12359.7,direct
E02000944,25.1,8.025045,13036.4,direct
E02000945,27.55,8.334615,3548.6,direct
E02000946,18.5,13.340732,7913.5,direct
E02000947,8.120000000000001,9.856698,11216.4,direct
E02000948,14.166666666666666,15.447346666666666,7554.4,direct
E02000949,11.0,16.313056666666668,7154.7,direct
E02000950,13.02,7.220632,8832.1,direct
E02000951,16.9,21.187224999999998,13063.2,direct
E02000952,19.875,15.49165,11006.4,direct
E02000953,11.399999999999999,12.8161075,10898.9,direct
E02000954,16.575,12.770814999999999,13540.5,direct
E02000955,26.175,16.851750000000003,12279.9,direct
E02000956,23.375,19.58665,8655.1,direct
E02000957,19.516666666666666,25.70375,14606.0,direct
E02000958,15.5,8.161553999999999,9290.5,direct
E02000959,21.15,8.615565,15054.5,direct
E02000960,10.05,13.5156975,6671.7,direct
E02000961,17.259999999999998,20.32536,12093.7,direct
E02000962,17.259999999999998,20.52268,11101.0,direct
E02000963,32.980000000000004,18.143819999999998,21601.3,direct
E02000964,29.383333333333336,21.625783333333334,23873.4,direct
E02000965,15.64,18.28268,16034.2,direct
E02000966,11.883333333333333,22.140983333333335,16518.5,direct
E02000967,9.35,50.25675,4282.9,direct
E02000968,40.95,34.7023,23792.3,direct
E02000969,38.9,20.30276,17689.2,direct
E02000970,9.540000000000001,54.079840000000004,6306.6,direct
E02000971,15.459999999999999,64.13514,13815.9,direct
E02000972,20.240000000000002,69.79556,6095.9,direct
E02000973,18.066666666666666,23.035816666666665,18357.0,direct
E02000974,20.150000000000002,53.589866666666666,12628.8,direct
E02000975,12.459999999999999,47.956959999999995,15308.6,direct
E02000976,18.05,35.42178333333333,18262.9,direct
E02000977,20.925,76.9077,2544.4,direct
E02000978,8.549999999999999,38.363216666666666,1983.7,direct
E02000979,21.240000000000002,57.367599999999996,5836.0,direct
E02000980,24.1,37.51642,19573.7,direct
E02000981,14.739999999999998,44.2581,22719.0,direct
E02000982,25.166666666666668,39.97725,11712.9,direct
E02000983,21.183333333333334,23.199941666666664,20298.1,direct
E02006782,19.1,5.106552,3125.9,direct
E02006783,35.7,9.74542,8284.8,direct
E02006784,33.72,6.967912,5521.8,direct
E02006785,17.25,6.8568175,4868.1,direct
E02006786,24.45,5.991365,6075.6,direct
E02006787,10.32,9.7141,5232.7,direct
E02006788,29.78,9.489322,5461.4,direct
E02006789,13.075,1.72968925,302.3,direct
E02006791,15.975,10.63515,11038.8,direct
E02006792,13.040000000000001,16.34238,6210.9,direct
E02006793,39.739999999999995,9.695682,9733.6,direct
E02006794,43.4,16.730475,11949.8,direct
E02006795,11.2,9.29908,8560.0,direct
E02006796,12.620000000000001,4.909014,2254.1,direct
E02006798,35.62,22.088082,10835.1,direct
E02006799,35.06666666666667,9.303948333333333,10355.2,direct
E02006800,21.099999999999998,10.535661428571428,8921.4,direct
E02006801,20.98,94.31721999999999,7465.1,direct
E02006802,31.96,92.69200000000001,13445.4,direct
E02006836,4.6,3.5626422000000004,2614.2,direct
E02006853,22.02,7.5249120000000005,21999.2,direct
E02006854,13.35,18.879649999999998,7699.9,direct
E02006882,12.555555555555555,6.7305,6763.8,direct
E02006918,34.56,10.096688,16184.2,direct
E02006921,36.225,11.808305,17508.3,direct
E02006924,16.1875,10.294823749999999,5652.5,direct
E02006925,10.6125,5.334005,5788.4,direct
E02006927,20.419999999999998,7.200785999999999,4904.4,direct
E02006928,19.2,15.300382500000001,22365.5,direct
E02006929,27.04,11.832128,7352.8,msoa11_msoa21_bridge
E02006930,20.725,16.95865,11345.9,direct
E02006931,19.0,16.908924000000003,4745.2,direct
